Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp Atk,Sp Def,Speed,Generation,Legendary,Img
Baltoy,Ground,Psychic,300,40,40,55,40,70,55,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png
Claydol,Ground,Psychic,500,60,70,105,70,120,75,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png
Lileep,Rock,Grass,355,66,41,77,61,87,23,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png
Cradily,Rock,Grass,495,86,81,97,81,107,43,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png
Anorith,Rock,Bug,355,45,95,50,40,50,75,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png
Armaldo,Rock,Bug,495,75,125,100,70,80,45,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png
Feebas,Water,,200,20,15,20,10,55,80,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png
Milotic,Water,,540,95,60,79,100,125,81,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png
Castform,Normal,,420,70,70,70,70,70,70,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png
Kecleon,Normal,,440,60,90,70,60,120,40,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png
Shuppet,Ghost,,295,44,75,35,63,33,45,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png
Banette,Ghost,,455,64,115,65,83,63,65,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png
BanetteMega Banette,Ghost,,555,64,165,75,93,83,75,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10056.png
Duskull,Ghost,,295,20,40,90,30,90,25,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png
Dusclops,Ghost,,455,40,70,130,60,130,25,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png
Tropius,Grass,Flying,460,99,68,83,72,87,51,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png
Chimecho,Psychic,,425,65,50,70,95,80,65,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png
Absol,Dark,,465,65,130,60,75,60,75,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png
AbsolMega Absol,Dark,,565,65,150,60,115,60,115,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10057.png
Wynaut,Psychic,,260,95,23,48,23,48,23,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png
Snorunt,Ice,,300,50,50,50,50,50,50,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png
Glalie,Ice,,480,80,80,80,80,80,80,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png
GlalieMega Glalie,Ice,,580,80,120,80,120,80,100,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10074.png
Spheal,Ice,Water,290,70,40,50,55,50,25,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png
Sealeo,Ice,Water,410,90,60,70,75,70,45,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png
Walrein,Ice,Water,530,110,80,90,95,90,65,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png
Clamperl,Water,,345,35,64,85,74,55,32,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.png
Huntail,Water,,485,55,104,105,94,75,52,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png
Gorebyss,Water,,485,55,84,105,114,75,52,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png
Relicanth,Water,Rock,485,100,90,130,45,65,55,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png
Luvdisc,Water,,330,43,30,55,40,65,97,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.png
Bagon,Dragon,,300,45,75,60,40,30,50,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/371.png
Shelgon,Dragon,,420,65,95,100,60,50,50,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/372.png
Salamence,Dragon,Flying,600,95,135,80,110,80,100,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.png
SalamenceMega Salamence,Dragon,Flying,700,95,145,130,120,90,120,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10089.png
Beldum,Steel,Psychic,300,40,55,80,35,60,30,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.png
Metang,Steel,Psychic,420,60,75,100,55,80,50,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png
Metagross,Steel,Psychic,600,80,135,130,95,90,70,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png
MetagrossMega Metagross,Steel,Psychic,700,80,145,150,105,110,110,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10076.png
Regirock,Rock,,580,80,100,200,50,100,50,3,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/377.png
Regice,Ice,,580,80,50,100,100,200,50,3,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.png
Registeel,Steel,,580,80,75,150,75,150,50,3,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/379.png
Latias,Dragon,Psychic,600,80,80,90,110,130,110,3,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png
LatiasMega Latias,Dragon,Psychic,700,80,100,120,140,150,110,3,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10062.png
Latios,Dragon,Psychic,600,80,90,80,130,110,110,3,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png
LatiosMega Latios,Dragon,Psychic,700,80,130,100,160,120,110,3,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10063.png
Kyogre,Water,,670,100,100,90,150,140,90,3,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png
KyogrePrimal Kyogre,Water,,770,100,150,90,180,160,90,3,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10077.png
Groudon,Ground,,670,100,150,140,100,90,90,3,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png
GroudonPrimal Groudon,Ground,Fire,770,100,180,160,150,90,90,3,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10078.png
Rayquaza,Dragon,Flying,680,105,150,90,150,90,95,3,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.png
RayquazaMega Rayquaza,Dragon,Flying,780,105,180,100,180,100,115,3,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10079.png
Jirachi,Steel,Psychic,600,100,100,100,100,100,100,3,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png
DeoxysNormal Forme,Psychic,,600,50,150,50,150,50,150,3,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png
DeoxysAttack Forme,Psychic,,600,50,180,20,180,20,150,3,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10001.png
DeoxysDefense Forme,Psychic,,600,50,70,160,70,160,90,3,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10002.png
DeoxysSpeed Forme,Psychic,,600,50,95,90,95,90,180,3,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10003.png
Turtwig,Grass,,318,55,68,64,45,55,31,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png
Grotle,Grass,,405,75,89,85,55,65,36,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png
Torterra,Grass,Ground,525,95,109,105,75,85,56,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png
Chimchar,Fire,,309,44,58,44,58,44,61,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png
Monferno,Fire,Fighting,405,64,78,52,78,52,81,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png
Infernape,Fire,Fighting,534,76,104,71,104,71,108,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png
Piplup,Water,,314,53,51,53,61,56,40,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/393.png
Prinplup,Water,,405,64,66,68,81,76,50,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/394.png
Empoleon,Water,Steel,530,84,86,88,111,101,60,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png
Starly,Normal,Flying,245,40,55,30,30,30,60,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/396.png
Staravia,Normal,Flying,340,55,75,50,40,40,80,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/397.png
Staraptor,Normal,Flying,485,85,120,70,50,60,100,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/398.png
Bidoof,Normal,,250,59,45,40,35,40,31,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/399.png
Bibarel,Normal,Water,410,79,85,60,55,60,71,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/400.png
Kricketot,Bug,,194,37,25,41,25,41,25,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/401.png
Kricketune,Bug,,384,77,85,51,55,51,65,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/402.png
Shinx,Electric,,263,45,65,34,40,34,45,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/403.png
Luxio,Electric,,363,60,85,49,60,49,60,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png
Luxray,Electric,,523,80,120,79,95,79,70,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png
Budew,Grass,Poison,280,40,30,35,50,70,55,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/406.png
Roserade,Grass,Poison,515,60,70,65,125,105,90,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/407.png
Cranidos,Rock,,350,67,125,40,30,30,58,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/408.png
Rampardos,Rock,,495,97,165,60,65,50,58,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/409.png
Shieldon,Rock,Steel,350,30,42,118,42,88,30,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/410.png
Bastiodon,Rock,Steel,495,60,52,168,47,138,30,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png
Burmy,Bug,,224,40,29,45,29,45,36,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png
WormadamPlant Cloak,Bug,Grass,424,60,59,85,79,105,36,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/413.png
WormadamSandy Cloak,Bug,Ground,424,60,79,105,59,85,36,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10004.png
WormadamTrash Cloak,Bug,Steel,424,60,69,95,69,95,36,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10005.png
Mothim,Bug,Flying,424,70,94,50,94,50,66,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png
Combee,Bug,Flying,244,30,30,42,30,42,70,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png
Vespiquen,Bug,Flying,474,70,80,102,80,102,40,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png
Pachirisu,Electric,,405,60,45,70,45,90,95,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png
Buizel,Water,,330,55,65,35,60,30,85,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png
Floatzel,Water,,495,85,105,55,85,50,115,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png
Cherubi,Grass,,275,45,35,45,62,53,35,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png
Cherrim,Grass,,450,70,60,70,87,78,85,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png
Shellos,Water,,325,76,48,48,57,62,34,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png
Gastrodon,Water,Ground,475,111,83,68,92,82,39,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png
Ambipom,Normal,,482,75,100,66,60,66,115,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png
Drifloon,Ghost,Flying,348,90,50,34,60,44,70,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png
Drifblim,Ghost,Flying,498,150,80,44,90,54,80,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png
Buneary,Normal,,350,55,66,44,44,56,85,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png
Lopunny,Normal,,480,65,76,84,54,96,105,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png
LopunnyMega Lopunny,Normal,Fighting,580,65,136,94,54,96,135,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10088.png
Mismagius,Ghost,,495,60,60,60,105,105,105,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png
Honchkrow,Dark,Flying,505,100,125,52,105,52,71,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png
Glameow,Normal,,310,49,55,42,42,37,85,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png
Purugly,Normal,,452,71,82,64,64,59,112,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png
Chingling,Psychic,,285,45,30,50,65,50,45,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png
Stunky,Poison,Dark,329,63,63,47,41,41,74,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png
Skuntank,Poison,Dark,479,103,93,67,71,61,84,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png
Bronzor,Steel,Psychic,300,57,24,86,24,86,23,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png
Bronzong,Steel,Psychic,500,67,89,116,79,116,33,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png
Bonsly,Rock,,290,50,80,95,10,45,10,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png
Mime Jr.,Psychic,Fairy,310,20,25,45,70,90,60,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png
Happiny,Normal,,220,100,5,5,15,65,30,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png
Chatot,Normal,Flying,411,76,65,45,92,42,91,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png
Spiritomb,Ghost,Dark,485,50,92,108,92,108,35,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png
Gible,Dragon,Ground,300,58,70,45,40,45,42,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png
Gabite,Dragon,Ground,410,68,90,65,50,55,82,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png
Garchomp,Dragon,Ground,600,108,130,95,80,85,102,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png
GarchompMega Garchomp,Dragon,Ground,700,108,170,115,120,95,92,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10058.png
Munchlax,Normal,,390,135,85,40,40,85,5,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png
Riolu,Fighting,,285,40,70,40,35,40,60,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png
Lucario,Fighting,Steel,525,70,110,70,115,70,90,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png
LucarioMega Lucario,Fighting,Steel,625,70,145,88,140,70,112,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10059.png
Hippopotas,Ground,,330,68,72,78,38,42,32,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png
Hippowdon,Ground,,525,108,112,118,68,72,47,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png
Skorupi,Poison,Bug,330,40,50,90,30,55,65,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png
Drapion,Poison,Dark,500,70,90,110,60,75,95,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png
Croagunk,Poison,Fighting,300,48,61,40,61,40,50,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png
Toxicroak,Poison,Fighting,490,83,106,65,86,65,85,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png
Carnivine,Grass,,454,74,100,72,90,72,46,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png
Finneon,Water,,330,49,49,56,49,61,66,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png
Lumineon,Water,,460,69,69,76,69,86,91,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png
Mantyke,Water,Flying,345,45,20,50,60,120,50,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png
Snover,Grass,Ice,334,60,62,50,62,60,40,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png
Abomasnow,Grass,Ice,494,90,92,75,92,85,60,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png
AbomasnowMega Abomasnow,Grass,Ice,594,90,132,105,132,105,30,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10060.png
Weavile,Dark,Ice,510,70,120,65,45,85,125,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png
Magnezone,Electric,Steel,535,70,70,115,130,90,60,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png
Lickilicky,Normal,,515,110,85,95,80,95,50,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png
Rhyperior,Ground,Rock,535,115,140,130,55,55,40,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png
Tangrowth,Grass,,535,100,100,125,110,50,50,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png
Electivire,Electric,,540,75,123,67,95,85,95,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png
Magmortar,Fire,,540,75,95,67,125,95,83,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png
Togekiss,Fairy,Flying,545,85,50,95,120,115,80,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png
Yanmega,Bug,Flying,515,86,76,86,116,56,95,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png
Leafeon,Grass,,525,65,110,130,60,65,95,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png
Glaceon,Ice,,525,65,60,110,130,95,65,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png
Gliscor,Ground,Flying,510,75,95,125,45,75,95,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png
Mamoswine,Ice,Ground,530,110,130,80,70,60,80,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png
Porygon-Z,Normal,,535,85,80,70,135,75,90,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png
Gallade,Psychic,Fighting,518,68,125,65,65,115,80,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png
GalladeMega Gallade,Psychic,Fighting,618,68,165,95,65,115,110,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10068.png
Probopass,Rock,Steel,525,60,55,145,75,150,40,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png
Dusknoir,Ghost,,525,45,100,135,65,135,45,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png
Froslass,Ice,Ghost,480,70,80,70,80,70,110,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png
Rotom,Electric,Ghost,440,50,50,77,95,77,91,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png
RotomHeat Rotom,Electric,Fire,520,50,65,107,105,107,86,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10008.png
RotomWash Rotom,Electric,Water,520,50,65,107,105,107,86,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10009.png
RotomFrost Rotom,Electric,Ice,520,50,65,107,105,107,86,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10010.png
RotomFan Rotom,Electric,Flying,520,50,65,107,105,107,86,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10011.png
RotomMow Rotom,Electric,Grass,520,50,65,107,105,107,86,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10012.png
Uxie,Psychic,,580,75,75,130,75,130,95,4,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png
Mesprit,Psychic,,580,80,105,105,105,105,80,4,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png
Azelf,Psychic,,580,75,125,70,125,70,115,4,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png
Dialga,Steel,Dragon,680,100,120,120,150,100,90,4,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png
Palkia,Water,Dragon,680,90,120,100,150,120,100,4,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png
Heatran,Fire,Steel,600,91,90,106,130,106,77,4,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png
Regigigas,Normal,,670,110,160,110,80,110,100,4,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png
GiratinaAltered Forme,Ghost,Dragon,680,150,100,120,100,120,90,4,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png
GiratinaOrigin Forme,Ghost,Dragon,680,150,120,100,120,100,90,4,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10007.png
Cresselia,Psychic,,600,120,70,120,75,130,85,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png
Phione,Water,,480,80,80,80,80,80,80,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png
Manaphy,Water,,600,100,100,100,100,100,100,4,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png
Darkrai,Dark,,600,70,90,90,135,90,125,4,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png
ShayminLand Forme,Grass,,600,100,100,100,100,100,100,4,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/492.png
ShayminSky Forme,Grass,Flying,600,100,103,75,120,75,127,4,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10006.png
Arceus,Normal,,720,120,120,120,120,120,120,4,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png
Victini,Psychic,Fire,600,100,100,100,100,100,100,5,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png
Snivy,Grass,,308,45,45,55,45,55,63,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png
Servine,Grass,,413,60,60,75,60,75,83,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png
Serperior,Grass,,528,75,75,95,75,95,113,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png
Tepig,Fire,,308,65,63,45,45,45,45,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png
Pignite,Fire,Fighting,418,90,93,55,70,55,55,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png
Emboar,Fire,Fighting,528,110,123,65,100,65,65,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png
Oshawott,Water,,308,55,55,45,63,45,45,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png
Dewott,Water,,413,75,75,60,83,60,60,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png
